I,V,R,P,mAh,wh,time,Unnamed: 7,SOC
0.0997,4.0196,40.2983,0.4009,548.2501,2.2388,   5:30: 0,,80.46030942353158
0.0997,4.0196,40.3204,0.4007,548.3759,2.2393,   5:30: 5,,80.45604427471066
0.0998,4.0195,40.2812,0.4011,548.5012,2.2398,   5:30: 9,,80.45177484790696
0.0998,4.0195,40.2646,0.4013,548.6271,2.2403,   5:30:14,,80.44750542110327
0.0997,4.0194,40.3126,0.4008,548.7518,2.2408,   5:30:18,,80.44324027228234
0.0998,4.0194,40.2928,0.401,548.8766,2.2413,   5:30:23,,80.43897084547864
0.0998,4.0193,40.2727,0.4011,549.0013,2.2418,   5:30:27,,80.43470141867493
0.0997,4.0193,40.295,0.4009,549.1261,2.2423,   5:30:32,,80.43043626985401
0.0999,4.0193,40.2464,0.4014,549.251,2.2428,   5:30:37,,80.42616256506754
0.1,4.0192,40.2071,0.4018,549.3758,2.2433,   5:30:41,,80.4218845822983
0.0999,4.0192,40.2357,0.4015,549.5007,2.2438,   5:30:46,,80.41761087751185
0.0998,4.0191,40.2806,0.401,549.6255,2.2443,   5:30:50,,80.41334145070815
0.0998,4.0191,40.2572,0.4012,549.7508,2.2448,   5:30:55,,80.40907202390444
0.0998,4.019,40.2696,0.4011,549.8756,2.2453,   5:30:59,,80.40480259710074
0.0998,4.019,40.2823,0.401,550.0004,2.2458,   5:31: 4,,80.40053317029705
0.0998,4.0189,40.2755,0.401,550.1251,2.2463,   5:31: 8,,80.39626374349335
0.0998,4.0189,40.2878,0.4009,550.25,2.2468,   5:31:13,,80.39199431668965
0.0999,4.0189,40.2456,0.4013,550.3748,2.2473,   5:31:17,,80.38772061190316
0.0997,4.0188,40.3195,0.4006,550.4996,2.2478,   5:31:22,,80.38345546308226
0.0998,4.0188,40.28,0.401,550.6243,2.2483,   5:31:26,,80.37918603627855
0.1,4.0187,40.1959,0.4018,550.7502,2.2488,   5:31:31,,80.37490805350932
0.0998,4.0187,40.2533,0.4012,550.875,2.2493,   5:31:35,,80.3706386267056
0.0997,4.0187,40.2887,0.4008,550.9998,2.2498,   5:31:40,,80.3663734778847
0.0998,4.0186,40.2849,0.4009,551.1245,2.2503,   5:31:44,,80.36210405108099
0.0997,4.0186,40.2974,0.4007,551.2493,2.2508,   5:31:49,,80.35783890226004
0.0998,4.0185,40.2581,0.4011,551.374,2.2513,   5:31:53,,80.35356947545637
0.0997,4.0184,40.3027,0.4007,551.4989,2.2518,   5:31:58,,80.34930432663543
0.0998,4.0184,40.2475,0.4012,551.6241,2.2523,   5:32: 2,,80.34503489983173
0.0998,4.0184,40.2698,0.401,551.749,2.2528,   5:32: 7,,80.34076547302803
0.0997,4.0183,40.2854,0.4008,551.8738,2.2533,   5:32:11,,80.3365003242071
0.0999,4.0183,40.2429,0.4012,551.9986,2.2538,   5:32:16,,80.33222661942064
0.0997,4.0182,40.2976,0.4007,552.1234,2.2543,   5:32:20,,80.32796147059972
0.0998,4.0182,40.2646,0.401,552.2481,2.2548,   5:32:25,,80.32369204379602
0.0997,4.0181,40.2865,0.4008,552.3729,2.2554,   5:32:29,,80.31942689497508
0.0997,4.0181,40.2833,0.4008,552.4982,2.2559,   5:32:34,,80.31516174615416
0.0998,4.0181,40.2797,0.4008,552.623,2.2564,   5:32:38,,80.31089231935046
0.0998,4.018,40.2757,0.4008,552.7478,2.2569,   5:32:43,,80.30662289254677
0.0998,4.018,40.2626,0.401,552.8726,2.2574,   5:32:47,,80.30235346574305
0.0998,4.0179,40.2584,0.401,552.9973,2.2579,   5:32:52,,80.29808403893936
0.0997,4.0178,40.3,0.4006,553.1221,2.2584,   5:32:56,,80.29381889011843
0.0998,4.0178,40.2739,0.4008,553.2468,2.2589,   5:33: 1,,80.28954946331473
0.0998,4.0178,40.2606,0.401,553.3717,2.2594,   5:33: 5,,80.28528003651103
0.0997,4.0178,40.2797,0.4008,553.4975,2.2599,   5:33:10,,80.2810148876901
0.0998,4.0177,40.2663,0.4009,553.6223,2.2604,   5:33:14,,80.27674546088642
0.0998,4.0177,40.2727,0.4008,553.747,2.2609,   5:33:19,,80.2724760340827
0.0998,4.0176,40.2491,0.401,553.8719,2.2614,   5:33:23,,80.26820660727901
0.0999,4.0176,40.2134,0.4014,553.9977,2.2619,   5:33:28,,80.26393290249256
0.0997,4.0175,40.2934,0.4006,554.1224,2.2624,   5:33:32,,80.25966775367162
0.0998,4.0175,40.2542,0.401,554.2472,2.2629,   5:33:37,,80.2553983268679
0.0998,4.0174,40.2666,0.4008,554.3721,2.2634,   5:33:41,,80.25112890006422
0.0999,4.0174,40.2275,0.4012,554.4973,2.2639,   5:33:46,,80.24685519527775
0.0999,4.0173,40.2271,0.4012,554.6222,2.2644,   5:33:50,,80.24258149049128
0.0998,4.0173,40.2361,0.4011,554.7469,2.2649,   5:33:55,,80.23831206368759
0.0998,4.0173,40.2587,0.4009,554.8723,2.2654,   5:33:59,,80.23404263688387
0.0998,4.0172,40.245,0.401,554.9977,2.2659,   5:34: 4,,80.2297732100802
0.0998,4.0172,40.238,0.4011,555.1225,2.2664,   5:34: 8,,80.22550378327648
0.0998,4.0171,40.2346,0.4011,555.2473,2.2669,   5:34:13,,80.22123435647279
0.0997,4.0171,40.2761,0.4007,555.3726,2.2674,   5:34:17,,80.21696920765186
0.0997,4.017,40.2985,0.4004,555.4973,2.2679,   5:34:22,,80.21270405883092
0.0998,4.017,40.2329,0.4011,555.6221,2.2684,   5:34:26,,80.20843463202723
0.0997,4.0169,40.2873,0.4005,555.7468,2.2689,   5:34:31,,80.2041694832063
0.0997,4.0169,40.3032,0.4003,555.8716,2.2694,   5:34:35,,80.19990433438537
0.0997,4.0168,40.2799,0.4006,555.9971,2.2699,   5:34:40,,80.19563918556443
0.0997,4.0168,40.2987,0.4004,556.1219,2.2704,   5:34:45,,80.19137403674353
0.0997,4.0167,40.2921,0.4004,556.2468,2.2709,   5:34:49,,80.18710888792259
0.0997,4.0167,40.282,0.4005,556.3715,2.2714,   5:34:54,,80.18284373910166
0.0998,4.0166,40.2555,0.4008,556.4963,2.2719,   5:34:58,,80.17857431229797
0.0997,4.0166,40.2843,0.4005,556.6215,2.2724,   5:35: 3,,80.17430916347703
0.0997,4.0166,40.2677,0.4006,556.7462,2.2729,   5:35: 7,,80.1700440146561
0.0998,4.0165,40.2312,0.401,556.871,2.2734,   5:35:12,,80.16577458785241
0.0998,4.0165,40.228,0.401,556.9963,2.2739,   5:35:16,,80.1615051610487
0.0998,4.0164,40.2406,0.4009,557.1212,2.2744,   5:35:21,,80.15723573424502
0.0998,4.0164,40.2336,0.4009,557.2465,2.2749,   5:35:25,,80.1529663074413
0.0997,4.0163,40.2879,0.4004,557.3712,2.2754,   5:35:30,,80.14870115862037
0.0999,4.0163,40.1843,0.4014,557.4961,2.2759,   5:35:34,,80.14442745383391
0.0999,4.0162,40.1934,0.4013,557.621,2.2764,   5:35:39,,80.14015374904744
0.0998,4.0162,40.2382,0.4009,557.746,2.2769,   5:35:43,,80.13588432224374
0.0998,4.0161,40.2602,0.4006,557.8708,2.2774,   5:35:48,,80.13161489544005
0.0997,4.0161,40.2697,0.4005,557.9961,2.2779,   5:35:52,,80.12734974661912
0.0998,4.016,40.2429,0.4008,558.1213,2.2784,   5:35:57,,80.12308031981541
0.0997,4.016,40.2882,0.4003,558.2462,2.2789,   5:36: 1,,80.1188151709945
0.0998,4.016,40.2263,0.4009,558.3709,2.2794,   5:36: 6,,80.11454574419078
0.0997,4.0159,40.2644,0.4005,558.4957,2.2799,   5:36:10,,80.11028059536986
0.0997,4.0159,40.277,0.4004,558.6204,2.2804,   5:36:15,,80.10601544654894
0.0997,4.0159,40.2672,0.4005,558.7452,2.2809,   5:36:19,,80.101750297728
0.0998,4.0158,40.2504,0.4007,558.8699,2.2815,   5:36:24,,80.09748087092431
0.0997,4.0158,40.2663,0.4005,558.9948,2.282,   5:36:28,,80.09321572210338
0.0998,4.0157,40.2495,0.4006,559.1201,2.2825,   5:36:33,,80.08894629529966
0.0998,4.0157,40.2364,0.4008,559.2449,2.283,   5:36:37,,80.08467686849599
0.0998,4.0156,40.2455,0.4007,559.3702,2.2835,   5:36:42,,80.08040744169227
0.0998,4.0156,40.2516,0.4006,559.496,2.284,   5:36:46,,80.07613801488858
0.0998,4.0155,40.225,0.4009,559.6207,2.2845,   5:36:51,,80.07186858808487
0.0998,4.0155,40.2248,0.4009,559.7455,2.285,   5:36:55,,80.0675991612812
0.0997,4.0154,40.2598,0.4005,559.8704,2.2855,   5:37: 0,,80.06333401246025
0.0997,4.0154,40.2687,0.4004,559.9951,2.286,   5:37: 4,,80.05906886363931
0.0997,4.0153,40.2844,0.4002,560.1199,2.2865,   5:37: 9,,80.0548037148184
0.0998,4.0153,40.2519,0.4005,560.2446,2.287,   5:37:13,,80.0505342880147
0.0998,4.0153,40.219,0.4009,560.3699,2.2875,   5:37:18,,80.046264861211
0.0998,4.0152,40.248,0.4006,560.4947,2.288,   5:37:22,,80.0419954344073
0.0997,4.0152,40.2699,0.4003,560.62,2.2885,   5:37:27,,80.03773028558636
0.0998,4.0151,40.2369,0.4007,560.7448,2.289,   5:37:31,,80.03346085878268
0.0998,4.0151,40.2431,0.4006,560.8695,2.2895,   5:37:36,,80.02919143197896
0.0999,4.015,40.2102,0.4009,560.9948,2.29,   5:37:40,,80.0249177271925
0.0998,4.015,40.2296,0.4007,561.1196,2.2905,   5:37:45,,80.02064830038881
0.0998,4.0149,40.2224,0.4008,561.2443,2.291,   5:37:49,,80.0163788735851
0.0998,4.0149,40.2381,0.4006,561.3692,2.2915,   5:37:54,,80.01210944678141
0.0997,4.0148,40.2698,0.4003,561.494,2.292,   5:37:58,,80.00784429796049
0.0997,4.0148,40.2532,0.4004,561.6187,2.2925,   5:38: 3,,80.00357914913955
0.0998,4.0147,40.2234,0.4007,561.7435,2.293,   5:38: 7,,79.99930972233585
0.0997,4.0147,40.2748,0.4002,561.8682,2.2935,   5:38:12,,79.99504457351493
0.0997,4.0146,40.2872,0.4001,561.993,2.294,   5:38:16,,79.990779424694
0.0997,4.0146,40.2642,0.4003,562.1179,2.2945,   5:38:21,,79.98651427587308
0.0997,4.0146,40.2702,0.4002,562.2432,2.295,   5:38:25,,79.98224912705214
0.0998,4.0145,40.2374,0.4005,562.3683,2.2955,   5:38:30,,79.97797970024844
