I,V,R,P,mAh,wh,time,Unnamed: 7,SOC
0.0996,3.6049,36.208,0.3589,1689.9557,6.5925,  16:56:56,,41.478791404427106
0.0995,3.6049,36.2366,0.3586,1690.0804,6.5929,  16:57: 0,,41.474534811571715
0.0996,3.6048,36.2066,0.3589,1690.2052,6.5934,  16:57: 5,,41.470273940733556
0.0998,3.6048,36.119,0.3598,1690.33,6.5938,  16:57: 9,,41.46600451392985
0.0995,3.6047,36.2142,0.3588,1690.4547,6.5943,  16:57:14,,41.46174792107446
0.0995,3.6046,36.2107,0.3588,1690.5795,6.5947,  16:57:18,,41.45749132821907
0.0996,3.6046,36.1866,0.3591,1690.7043,6.5952,  16:57:23,,41.45323045738092
0.0996,3.6045,36.2034,0.3589,1690.8291,6.5956,  16:57:27,,41.44896958654276
0.0995,3.6044,36.2406,0.3585,1690.9543,6.5961,  16:57:32,,41.444712993687375
0.0996,3.6044,36.1821,0.3591,1691.0795,6.5965,  16:57:37,,41.440452122849216
0.0996,3.6043,36.1958,0.3589,1691.2043,6.597,  16:57:41,,41.43619125201106
0.0995,3.6043,36.2185,0.3587,1691.3291,6.5974,  16:57:46,,41.431934659155665
0.0996,3.6042,36.1859,0.359,1691.4539,6.5979,  16:57:50,,41.427673788317506
0.0996,3.6041,36.2024,0.3588,1691.5786,6.5983,  16:57:55,,41.423412917479354
0.0996,3.6041,36.1816,0.359,1691.7034,6.5988,  16:57:59,,41.419152046641194
0.0995,3.604,36.2163,0.3587,1691.8281,6.5992,  16:58: 4,,41.4148954537858
0.0995,3.604,36.2184,0.3586,1691.9534,6.5997,  16:58: 8,,41.41063886093042
0.0996,3.6039,36.1683,0.3591,1692.0781,6.6001,  16:58:13,,41.40637799009226
0.0996,3.6038,36.1763,0.359,1692.2034,6.6006,  16:58:17,,41.4021171192541
0.0997,3.6038,36.1495,0.3593,1692.3281,6.601,  16:58:22,,41.39785197043317
0.0995,3.6037,36.2101,0.3586,1692.453,6.6015,  16:58:26,,41.39359537757778
0.0995,3.6036,36.2124,0.3586,1692.5778,6.6019,  16:58:31,,41.38933878472239
0.0996,3.6036,36.1885,0.3588,1692.703,6.6024,  16:58:35,,41.38507791388423
0.0995,3.6035,36.2023,0.3587,1692.8281,6.6028,  16:58:40,,41.38082132102884
0.0995,3.6035,36.2194,0.3585,1692.953,6.6033,  16:58:44,,41.37656472817345
0.0995,3.6034,36.2247,0.3584,1693.0778,6.6037,  16:58:49,,41.37230813531806
0.0997,3.6033,36.1599,0.3591,1693.2025,6.6042,  16:58:53,,41.36804298649713
0.0997,3.6033,36.1387,0.3593,1693.3273,6.6046,  16:58:58,,41.3637778376762
0.0996,3.6032,36.1847,0.3588,1693.4526,6.6051,  16:59: 2,,41.359516966838044
0.0997,3.6032,36.1492,0.3591,1693.5774,6.6055,  16:59: 7,,41.355251818017116
0.0996,3.6031,36.1747,0.3589,1693.7021,6.606,  16:59:11,,41.350990947178964
0.0997,3.603,36.1568,0.359,1693.8269,6.6064,  16:59:16,,41.34672579835804
0.0996,3.603,36.1678,0.3589,1693.9518,6.6069,  16:59:20,,41.34246492751988
0.0996,3.6029,36.1846,0.3587,1694.0765,6.6073,  16:59:25,,41.33820405668172
0.0997,3.6028,36.1374,0.3592,1694.2013,6.6078,  16:59:29,,41.3339389078608
0.0996,3.6028,36.1745,0.3588,1694.326,6.6082,  16:59:34,,41.32967803702264
0.0997,3.6027,36.1418,0.3591,1694.4508,6.6087,  16:59:38,,41.32541288820171
0.0996,3.6026,36.1846,0.3587,1694.5756,6.6091,  16:59:43,,41.32115201736355
0.0997,3.6026,36.1523,0.359,1694.7008,6.6096,  16:59:47,,41.316886868542625
0.0996,3.6025,36.1866,0.3586,1694.8257,6.61,  16:59:52,,41.31262599770447
0.0996,3.6024,36.1652,0.3588,1694.9508,6.6105,  16:59:56,,41.30836512686631
0.0996,3.6024,36.1621,0.3589,1695.0757,6.6109,  17: 0: 1,,41.304104256028154
0.0995,3.6023,36.1905,0.3586,1695.2004,6.6114,  17: 0: 5,,41.29984766317277
0.0996,3.6023,36.1636,0.3588,1695.3252,6.6118,  17: 0:10,,41.29558679233461
0.0995,3.6022,36.1981,0.3585,1695.45,6.6122,  17: 0:14,,41.29133019947922
0.0994,3.6021,36.2236,0.3582,1695.5747,6.6127,  17: 0:19,,41.287077884606596
0.0996,3.6021,36.1764,0.3587,1695.6995,6.6131,  17: 0:23,,41.282817013768444
0.0995,3.602,36.1843,0.3586,1695.8243,6.6136,  17: 0:28,,41.27856042091305
0.0997,3.602,36.1343,0.3591,1695.9491,6.614,  17: 0:32,,41.27429527209212
0.0995,3.6019,36.1859,0.3585,1696.0739,6.6145,  17: 0:37,,41.270038679236734
0.0996,3.6018,36.1562,0.3588,1696.1986,6.6149,  17: 0:41,,41.265777808398575
0.0996,3.6018,36.1616,0.3587,1696.3239,6.6154,  17: 0:46,,41.261516937560415
0.0996,3.6017,36.158,0.3588,1696.4486,6.6158,  17: 0:50,,41.25725606672226
0.0996,3.6017,36.1691,0.3586,1696.5739,6.6163,  17: 0:55,,41.252995195884104
0.0996,3.6016,36.1624,0.3587,1696.6986,6.6167,  17: 0:59,,41.24873432504595
0.0996,3.6015,36.1764,0.3585,1696.8234,6.6172,  17: 1: 4,,41.24447345420779
0.0995,3.6014,36.1785,0.3585,1696.9481,6.6176,  17: 1: 8,,41.2402168613524
0.0995,3.6014,36.2014,0.3583,1697.073,6.6181,  17: 1:13,,41.23596026849701
0.0996,3.6013,36.1599,0.3587,1697.1978,6.6185,  17: 1:17,,41.23169939765886
0.0996,3.6012,36.1737,0.3585,1697.3225,6.619,  17: 1:22,,41.2274385268207
0.0996,3.6012,36.1587,0.3587,1697.4473,6.6194,  17: 1:26,,41.22317765598254
0.0997,3.6011,36.129,0.3589,1697.572,6.6199,  17: 1:31,,41.21891250716161
0.0997,3.6011,36.1226,0.359,1697.6973,6.6203,  17: 1:35,,41.21464735834069
0.0994,3.601,36.2211,0.358,1697.822,6.6208,  17: 1:40,,41.21039504346807
0.0995,3.6009,36.1911,0.3583,1697.9468,6.6212,  17: 1:44,,41.20613845061267
0.0995,3.6009,36.1874,0.3583,1698.0717,6.6217,  17: 1:49,,41.201881857757286
0.0995,3.6008,36.1724,0.3584,1698.1964,6.6221,  17: 1:53,,41.19762526490189
0.0995,3.6008,36.1804,0.3584,1698.3212,6.6226,  17: 1:58,,41.193368672046496
0.0996,3.6007,36.1562,0.3586,1698.4464,6.623,  17: 2: 3,,41.189107801208344
0.0995,3.6006,36.1733,0.3584,1698.5712,6.6235,  17: 2: 7,,41.18485120835295
0.0996,3.6006,36.161,0.3585,1698.6959,6.6239,  17: 2:12,,41.18059033751479
0.0996,3.6005,36.1576,0.3585,1698.8207,6.6244,  17: 2:16,,41.176329466676634
0.0995,3.6004,36.1828,0.3583,1698.9454,6.6248,  17: 2:21,,41.17207287382125
0.0996,3.6004,36.1474,0.3586,1699.0703,6.6253,  17: 2:25,,41.16781200298309
0.0996,3.6003,36.1435,0.3586,1699.1954,6.6257,  17: 2:30,,41.16355113214493
0.0995,3.6003,36.1813,0.3582,1699.3203,6.6262,  17: 2:34,,41.15929453928954
0.0997,3.6002,36.125,0.3588,1699.4451,6.6266,  17: 2:39,,41.15502939046861
0.0997,3.6001,36.1244,0.3588,1699.5698,6.6271,  17: 2:43,,41.150764241647686
0.0996,3.6,36.1296,0.3587,1699.696,6.6275,  17: 2:48,,41.146503370809526
0.0996,3.6,36.1609,0.3584,1699.8208,6.628,  17: 2:52,,41.142242499971374
0.0996,3.5999,36.1399,0.3586,1699.9457,6.6284,  17: 2:57,,41.13798162913322
0.0997,3.5998,36.1045,0.3589,1700.0704,6.6289,  17: 3: 1,,41.133716480312295
0.0996,3.5998,36.1358,0.3586,1700.1952,6.6293,  17: 3: 6,,41.129455609474135
0.0995,3.5997,36.1759,0.3582,1700.3206,6.6298,  17: 3:10,,41.125199016618744
0.0997,3.5996,36.1227,0.3587,1700.4453,6.6302,  17: 3:15,,41.12093386779782
0.0995,3.5996,36.1657,0.3583,1700.5701,6.6307,  17: 3:19,,41.11667727494242
0.0996,3.5995,36.133,0.3586,1700.6948,6.6311,  17: 3:24,,41.112416404104266
0.0996,3.5994,36.144,0.3585,1700.8196,6.6316,  17: 3:28,,41.108155533266114
0.0995,3.5994,36.1699,0.3582,1700.9445,6.632,  17: 3:33,,41.10389894041072
0.0997,3.5993,36.1166,0.3587,1701.0692,6.6325,  17: 3:37,,41.09963379158979
0.0997,3.5993,36.1018,0.3588,1701.194,6.6329,  17: 3:42,,41.09536864276887
0.0997,3.5992,36.0921,0.3589,1701.3187,6.6334,  17: 3:46,,41.091103493947934
0.0998,3.5991,36.0797,0.359,1701.4435,6.6338,  17: 3:51,,41.08683406714423
0.0997,3.5991,36.0938,0.3589,1701.5682,6.6343,  17: 3:55,,41.08256891832331
0.0996,3.599,36.1193,0.3586,1701.6931,6.6347,  17: 4: 0,,41.07830804748515
0.0997,3.599,36.0955,0.3588,1701.8179,6.6352,  17: 4: 4,,41.074042898664224
0.0996,3.5989,36.1241,0.3585,1701.9426,6.6356,  17: 4: 9,,41.069782027826065
0.0996,3.5988,36.1174,0.3586,1702.0674,6.6361,  17: 4:13,,41.06552115698791
0.0996,3.5988,36.1258,0.3585,1702.1926,6.6365,  17: 4:18,,41.06126028614976
0.0996,3.5987,36.128,0.3585,1702.3174,6.637,  17: 4:22,,41.0569994153116
0.0995,3.5986,36.1738,0.358,1702.4421,6.6374,  17: 4:27,,41.0527428224562
0.0996,3.5986,36.147,0.3583,1702.5669,6.6379,  17: 4:31,,41.04848195161806
0.0996,3.5985,36.1461,0.3582,1702.6918,6.6383,  17: 4:36,,41.0442210807799
0.0995,3.5985,36.1487,0.3582,1702.8169,6.6388,  17: 4:40,,41.03996448792451
0.0995,3.5984,36.1566,0.3581,1702.9421,6.6392,  17: 4:45,,41.03570789506911
0.0997,3.5983,36.0981,0.3587,1703.0669,6.6397,  17: 4:49,,41.03144274624819
0.0997,3.5983,36.0742,0.3589,1703.1918,6.6401,  17: 4:54,,41.027177597427254
0.0997,3.5982,36.0762,0.3589,1703.3165,6.6406,  17: 4:58,,41.02291244860633
0.0997,3.5981,36.0754,0.3589,1703.4413,6.641,  17: 5: 3,,41.0186472997854
0.0997,3.598,36.095,0.3587,1703.566,6.6415,  17: 5: 7,,41.01438215096447
0.0996,3.598,36.1204,0.3584,1703.6908,6.6419,  17: 5:12,,41.01012128012631
0.0997,3.5979,36.0937,0.3586,1703.8156,6.6424,  17: 5:16,,41.00585613130539
0.0997,3.5978,36.1047,0.3585,1703.9414,6.6428,  17: 5:21,,41.001590982484466
0.0996,3.5978,36.1301,0.3583,1704.0667,6.6433,  17: 5:25,,40.997330111646306
0.0995,3.5977,36.1526,0.358,1704.1914,6.6437,  17: 5:30,,40.993073518790915
0.0997,3.5977,36.1028,0.3585,1704.3162,6.6442,  17: 5:34,,40.98880836996999
0.0997,3.5976,36.0992,0.3585,1704.4409,6.6446,  17: 5:39,,40.98454322114906
0.0997,3.5975,36.0726,0.3588,1704.5662,6.6451,  17: 5:43,,40.98027807232813
0.0997,3.5975,36.0807,0.3587,1704.6909,6.6455,  17: 5:48,,40.976012923507206
0.0996,3.5974,36.106,0.3584,1704.8158,6.646,  17: 5:52,,40.971752052669046
0.0996,3.5973,36.1171,0.3583,1704.9406,6.6464,  17: 5:57,,40.96749118183089
0.0997,3.5973,36.0904,0.3586,1705.0653,6.6469,  17: 6: 1,,40.96322603300997
0.0995,3.5972,36.1536,0.3579,1705.1901,6.6473,  17: 6: 6,,40.95896944015457
0.0995,3.5972,36.1472,0.358,1705.3148,6.6478,  17: 6:10,,40.95471284729918
0.0996,3.5971,36.1289,0.3581,1705.4396,6.6482,  17: 6:15,,40.950451976461025
0.0996,3.597,36.1165,0.3582,1705.5645,6.6487,  17: 6:19,,40.94619110562287
0.0996,3.597,36.1049,0.3584,1705.6892,6.6491,  17: 6:24,,40.941930234784714
0.0997,3.5969,36.0952,0.3584,1705.814,6.6496,  17: 6:29,,40.93766508596378
0.0996,3.5968,36.1091,0.3583,1705.9392,6.65,  17: 6:33,,40.93340421512563
0.0997,3.5968,36.0822,0.3585,1706.064,6.6505,  17: 6:38,,40.9291390663047
0.0996,3.5967,36.105,0.3583,1706.1886,6.6509,  17: 6:42,,40.92487819546655
0.0996,3.5966,36.1186,0.3581,1706.3134,6.6514,  17: 6:47,,40.92061732462839
0.0997,3.5966,36.0806,0.3585,1706.4386,6.6518,  17: 6:51,,40.91635217580746
0.0996,3.5965,36.1147,0.3582,1706.5634,6.6523,  17: 6:56,,40.91209130496931
0.0996,3.5964,36.1081,0.3582,1706.6881,6.6527,  17: 7: 0,,40.90783043413115
0.0995,3.5964,36.1308,0.358,1706.813,6.6532,  17: 7: 5,,40.90357384127576
0.0995,3.5963,36.1507,0.3578,1706.9377,6.6536,  17: 7: 9,,40.89931724842037
0.0995,3.5963,36.1354,0.3579,1707.0625,6.6541,  17: 7:14,,40.895060655564976
0.0996,3.5962,36.1233,0.358,1707.1873,6.6545,  17: 7:18,,40.890799784726816
0.0996,3.5961,36.1079,0.3582,1707.312,6.655,  17: 7:23,,40.88653891388866
0.0996,3.5961,36.1044,0.3582,1707.4368,6.6554,  17: 7:27,,40.882278043050505
0.0995,3.596,36.1387,0.3578,1707.5616,6.6559,  17: 7:32,,40.878021450195114
0.0996,3.596,36.1206,0.358,1707.6864,6.6563,  17: 7:36,,40.873760579356954
0.0996,3.5959,36.1109,0.3581,1707.8116,6.6568,  17: 7:41,,40.8694997085188
0.0996,3.5958,36.1104,0.3581,1707.9364,6.6572,  17: 7:45,,40.86523883768064
0.0995,3.5958,36.1214,0.3579,1708.0612,6.6577,  17: 7:50,,40.86098224482525
0.0996,3.5957,36.1005,0.3581,1708.1864,6.6581,  17: 7:54,,40.8567213739871
0.0996,3.5956,36.1028,0.3581,1708.3112,6.6586,  17: 7:59,,40.85246050314894
0.0996,3.5956,36.105,0.3581,1708.4359,6.659,  17: 8: 3,,40.84819963231078
0.0995,3.5955,36.1336,0.3578,1708.5612,6.6595,  17: 8: 8,,40.8439430394554
0.0996,3.5955,36.1039,0.3581,1708.6859,6.6599,  17: 8:12,,40.83968216861724
0.0996,3.5954,36.0885,0.3582,1708.8112,6.6604,  17: 8:17,,40.83542129777908
0.0995,3.5953,36.1171,0.3579,1708.9359,6.6608,  17: 8:21,,40.83116470492369
0.0997,3.5952,36.0524,0.3585,1709.0607,6.6613,  17: 8:26,,40.82689955610276
0.0996,3.5952,36.0982,0.3581,1709.1854,6.6617,  17: 8:30,,40.82263868526461
0.0995,3.5951,36.1236,0.3578,1709.3103,6.6622,  17: 8:35,,40.81838209240921
0.0996,3.5951,36.1115,0.3579,1709.4351,6.6626,  17: 8:39,,40.81412122157106
0.0997,3.595,36.0702,0.3583,1709.5598,6.6631,  17: 8:44,,40.80985607275013
0.0997,3.5949,36.0752,0.3582,1709.6851,6.6635,  17: 8:48,,40.8055909239292
0.0995,3.5948,36.124,0.3577,1709.8098,6.664,  17: 8:53,,40.80133433107381
0.0995,3.5948,36.1292,0.3577,1709.9346,6.6644,  17: 8:57,,40.79707773821842
0.0997,3.5947,36.0618,0.3583,1710.0593,6.6648,  17: 9: 2,,40.792812589397485
0.0997,3.5947,36.0669,0.3583,1710.1842,6.6653,  17: 9: 6,,40.788547440576565
0.0996,3.5946,36.1008,0.3579,1710.3098,6.6658,  17: 9:11,,40.784286569738406
0.0996,3.5945,36.1034,0.3579,1710.4351,6.6662,  17: 9:15,,40.78002569890025
0.0996,3.5944,36.0793,0.3581,1710.5598,6.6667,  17: 9:20,,40.775764828062094
0.0996,3.5944,36.0848,0.358,1710.6846,6.6671,  17: 9:24,,40.771503957223935
0.0996,3.5944,36.1016,0.3579,1710.8093,6.6676,  17: 9:29,,40.76724308638578
0.0997,3.5943,36.0659,0.3582,1710.9342,6.668,  17: 9:33,,40.762977937564855
0.0996,3.5942,36.0916,0.3579,1711.059,6.6684,  17: 9:38,,40.758717066726696
0.0996,3.5941,36.0762,0.3581,1711.1837,6.6689,  17: 9:42,,40.754456195888544
0.0997,3.5941,36.0553,0.3583,1711.3085,6.6693,  17: 9:47,,40.75019104706762
0.0997,3.594,36.0605,0.3582,1711.4332,6.6698,  17: 9:51,,40.74592589824669
0.0996,3.5939,36.0858,0.3579,1711.5585,6.6702,  17: 9:56,,40.74166502740853
0.0996,3.5939,36.0793,0.358,1711.6838,6.6707,  17:10: 0,,40.73740415657037
0.0997,3.5938,36.0495,0.3583,1711.8086,6.6711,  17:10: 5,,40.73313900774945
0.0996,3.5937,36.0867,0.3579,1711.9333,6.6716,  17:10: 9,,40.72887813691129
0.0995,3.5937,36.1182,0.3576,1712.0581,6.672,  17:10:14,,40.7246215440559
0.0995,3.5936,36.1029,0.3577,1712.183,6.6725,  17:10:18,,40.72036495120051
0.0995,3.5935,36.0991,0.3577,1712.3081,6.6729,  17:10:23,,40.71610835834512
0.0997,3.5935,36.058,0.3581,1712.433,6.6734,  17:10:27,,40.71184320952418
0.0995,3.5934,36.101,0.3577,1712.5577,6.6738,  17:10:32,,40.70758661666879
0.0996,3.5934,36.0713,0.358,1712.6825,6.6743,  17:10:36,,40.70332574583064
0.0996,3.5933,36.0822,0.3578,1712.8077,6.6747,  17:10:41,,40.69906487499248
0.0996,3.5932,36.0756,0.3579,1712.933,6.6752,  17:10:46,,40.69480400415433
0.0996,3.5932,36.0666,0.358,1713.0577,6.6756,  17:10:50,,40.69054313331617
0.0996,3.5931,36.0718,0.3579,1713.1825,6.6761,  17:10:55,,40.68628226247802
0.0996,3.593,36.091,0.3577,1713.3079,6.6765,  17:10:59,,40.682021391639864
0.0997,3.593,36.0383,0.3582,1713.4331,6.677,  17:11: 4,,40.67775624281893
0.0996,3.5929,36.0667,0.3579,1713.5579,6.6774,  17:11: 8,,40.67349537198077
0.0995,3.5928,36.1039,0.3575,1713.6826,6.6779,  17:11:13,,40.66923877912538
0.0996,3.5928,36.0713,0.3578,1713.8074,6.6783,  17:11:17,,40.66497790828723
0.0995,3.5927,36.094,0.3576,1713.9321,6.6788,  17:11:22,,40.660721315431836
0.0996,3.5927,36.0821,0.3577,1714.057,6.6792,  17:11:26,,40.65646044459368
0.0996,3.5926,36.0842,0.3577,1714.1821,6.6797,  17:11:31,,40.652199573755524
0.0996,3.5925,36.0833,0.3577,1714.307,6.6801,  17:11:35,,40.64793870291737
0.0995,3.5925,36.1001,0.3575,1714.4321,6.6806,  17:11:40,,40.643682110061974
0.0997,3.5924,36.0505,0.358,1714.557,6.681,  17:11:44,,40.63941696124105
0.0996,3.5924,36.0699,0.3578,1714.6818,6.6815,  17:11:49,,40.63515609040289
0.0996,3.5923,36.0604,0.3579,1714.8065,6.6819,  17:11:53,,40.630895219564735
0.0996,3.5922,36.0626,0.3578,1714.9313,6.6824,  17:11:58,,40.62663434872658
0.0997,3.5921,36.0475,0.358,1715.056,6.6828,  17:12: 2,,40.62236919990565
0.0996,3.5921,36.0587,0.3578,1715.1813,6.6833,  17:12: 7,,40.618108329067496
0.0996,3.592,36.061,0.3578,1715.3065,6.6837,  17:12:11,,40.613847458229344
0.0996,3.592,36.0486,0.3579,1715.4313,6.6842,  17:12:16,,40.609586587391185
0.0995,3.5919,36.083,0.3576,1715.556,6.6846,  17:12:20,,40.60532999453579
0.0996,3.5918,36.0473,0.3579,1715.6813,6.6851,  17:12:25,,40.601069123697634
0.0996,3.5918,36.0467,0.3579,1715.806,6.6855,  17:12:29,,40.59680825285948
0.0996,3.5917,36.0458,0.3579,1715.9308,6.686,  17:12:34,,40.59254738202132
0.0996,3.5916,36.0655,0.3577,1716.056,6.6864,  17:12:38,,40.58828651118317
0.0997,3.5916,36.0303,0.358,1716.1809,6.6869,  17:12:43,,40.584021362362236
0.0995,3.5915,36.0819,0.3575,1716.3057,6.6873,  17:12:47,,40.57976476950685
0.0996,3.5914,36.052,0.3578,1716.4304,6.6878,  17:12:52,,40.57550389866869
0.0997,3.5914,36.0224,0.3581,1716.5552,6.6882,  17:12:56,,40.571238749847765
0.0997,3.5913,36.0395,0.3579,1716.6799,6.6887,  17:13: 1,,40.56697360102683
0.0994,3.5913,36.117,0.3571,1716.8047,6.6891,  17:13: 5,,40.562721286154215
0.0997,3.5912,36.0235,0.358,1716.9296,6.6896,  17:13:10,,40.55845613733329
0.0996,3.5912,36.0696,0.3575,1717.0543,6.69,  17:13:14,,40.55419526649513
0.0995,3.5911,36.0773,0.3574,1717.1799,6.6905,  17:13:19,,40.549938673639744
0.0998,3.591,35.9986,0.3582,1717.3052,6.6909,  17:13:23,,40.54566924683604
0.0996,3.5909,36.0383,0.3578,1717.4299,6.6914,  17:13:28,,40.54140837599788
0.0996,3.5909,36.0523,0.3577,1717.5552,6.6918,  17:13:32,,40.53714750515972
0.0997,3.5908,36.0344,0.3578,1717.6805,6.6923,  17:13:37,,40.5328823563388
0.0996,3.5908,36.0454,0.3577,1717.8053,6.6927,  17:13:41,,40.52862148550064
0.0997,3.5907,36.0157,0.358,1717.9301,6.6932,  17:13:46,,40.524356336679716
0.0996,3.5907,36.0558,0.3576,1718.0548,6.6936,  17:13:50,,40.52009546584156
0.0996,3.5906,36.0403,0.3577,1718.1797,6.6941,  17:13:55,,40.515834595003405
0.0996,3.5905,36.0571,0.3575,1718.3044,6.6945,  17:13:59,,40.51157372416525
0.0997,3.5904,36.0015,0.3581,1718.4292,6.695,  17:14: 4,,40.50730857534432
0.0996,3.5904,36.0502,0.3576,1718.554,6.6954,  17:14: 8,,40.503047704506166
0.0996,3.5903,36.0465,0.3576,1718.6787,6.6959,  17:14:13,,40.49878683366801
0.0996,3.5903,36.0431,0.3576,1718.8035,6.6963,  17:14:18,,40.494525962829854
0.0996,3.5902,36.0508,0.3575,1718.9283,6.6968,  17:14:22,,40.490265091991695
0.0996,3.5901,36.0474,0.3576,1719.0535,6.6972,  17:14:27,,40.48600422115354
0.0995,3.5901,36.0702,0.3573,1719.1787,6.6977,  17:14:31,,40.48174762829815
0.0995,3.59,36.0666,0.3573,1719.304,6.6981,  17:14:36,,40.47749103544276
0.0996,3.5899,36.057,0.3574,1719.4287,6.6985,  17:14:40,,40.4732301646046
0.0995,3.5898,36.0941,0.357,1719.554,6.699,  17:14:45,,40.46897357174921
0.0996,3.5898,36.0443,0.3575,1719.6787,6.6994,  17:14:49,,40.46471270091105
0.0996,3.5897,36.0289,0.3577,1719.8036,6.6999,  17:14:54,,40.4604518300729
0.0996,3.5897,36.0517,0.3574,1719.9283,6.7003,  17:14:58,,40.45619095923474
0.0995,3.5896,36.0628,0.3573,1720.053,6.7008,  17:15: 3,,40.45193436637935
0.0995,3.5895,36.0735,0.3572,1720.1777,6.7012,  17:15: 7,,40.44767777352396
0.0995,3.5895,36.0757,0.3571,1720.3031,6.7017,  17:15:12,,40.443421180668565
0.0996,3.5894,36.0406,0.3575,1720.4283,6.7021,  17:15:16,,40.439160309830406
0.0996,3.5893,36.0484,0.3574,1720.5531,6.7026,  17:15:21,,40.43489943899225
0.0996,3.5893,36.054,0.3573,1720.6779,6.703,  17:15:25,,40.430638568154095
0.0995,3.5892,36.0588,0.3573,1720.8026,6.7035,  17:15:30,,40.4263819752987
0.0995,3.5892,36.0817,0.357,1720.9279,6.7039,  17:15:34,,40.42212538244331
0.0996,3.5891,36.0519,0.3573,1721.0526,6.7044,  17:15:39,,40.41786451160515
0.0995,3.589,36.057,0.3572,1721.1779,6.7048,  17:15:43,,40.41360791874977
0.0996,3.589,36.0507,0.3573,1721.3036,6.7053,  17:15:48,,40.40934704791161
0.0995,3.589,36.0677,0.3571,1721.4283,6.7057,  17:15:52,,40.40509045505621
0.0996,3.5889,36.0496,0.3573,1721.5531,6.7062,  17:15:57,,40.40082958421806
0.0996,3.5889,36.0463,0.3573,1721.6779,6.7066,  17:16: 1,,40.39656871337991
0.0997,3.5888,36.0076,0.3577,1721.8026,6.7071,  17:16: 6,,40.39230356455898
0.0996,3.5887,36.0185,0.3576,1721.9275,6.7075,  17:16:10,,40.38804269372082
0.0996,3.5886,36.0269,0.3575,1722.0526,6.7079,  17:16:15,,40.38378182288266
0.0996,3.5886,36.0464,0.3573,1722.1775,6.7084,  17:16:19,,40.37952095204451
0.0996,3.5885,36.046,0.3573,1722.3022,6.7088,  17:16:24,,40.375260081206356
0.0996,3.5885,36.0338,0.3574,1722.427,6.7093,  17:16:28,,40.3709992103682
0.0995,3.5884,36.0648,0.357,1722.5522,6.7097,  17:16:33,,40.366742617512806
0.0996,3.5883,36.0323,0.3573,1722.677,6.7102,  17:16:37,,40.362481746674646
0.0996,3.5882,36.0228,0.3574,1722.8024,6.7106,  17:16:42,,40.358220875836494
0.0995,3.5882,36.0487,0.3572,1722.9271,6.7111,  17:16:46,,40.3539642829811
0.0995,3.5881,36.0536,0.3571,1723.0519,6.7115,  17:16:51,,40.349707690125705
0.0996,3.5881,36.0241,0.3574,1723.1766,6.712,  17:16:55,,40.34544681928755
0.0995,3.588,36.0612,0.357,1723.3014,6.7124,  17:17: 0,,40.34119022643216
0.0995,3.588,36.049,0.3571,1723.4263,6.7129,  17:17: 4,,40.33693363357676
0.0997,3.5879,36.0017,0.3576,1723.551,6.7133,  17:17: 9,,40.33266848475584
0.0996,3.5878,36.0071,0.3575,1723.6768,6.7138,  17:17:13,,40.32840761391768
0.0996,3.5878,36.0094,0.3575,1723.8015,6.7142,  17:17:18,,40.32414674307953
0.0997,3.5877,35.9915,0.3576,1723.9264,6.7147,  17:17:22,,40.3198815942586
0.0997,3.5876,35.9762,0.3578,1724.0511,6.7151,  17:17:27,,40.315616445437676
0.0997,3.5876,36.0015,0.3575,1724.1759,6.7155,  17:17:31,,40.31135129661674
0.0996,3.5875,36.0039,0.3575,1724.3007,6.716,  17:17:36,,40.30709042577859
0.0997,3.5875,35.9918,0.3576,1724.4259,6.7164,  17:17:41,,40.30282527695766
0.0997,3.5874,36.0002,0.3575,1724.5507,6.7169,  17:17:45,,40.298560128136735
0.0997,3.5873,35.9876,0.3576,1724.6759,6.7173,  17:17:50,,40.29429497931581
0.0995,3.5873,36.0364,0.3571,1724.8011,6.7178,  17:17:54,,40.29003838646042
0.0996,3.5872,36.0271,0.3572,1724.9259,6.7182,  17:17:59,,40.28577751562226
0.0996,3.5871,36.0001,0.3574,1725.0507,6.7187,  17:18: 3,,40.281516644784105
0.0996,3.5871,36.0085,0.3573,1725.1754,6.7191,  17:18: 8,,40.277255773945946
0.0997,3.587,35.9732,0.3577,1725.3003,6.7196,  17:18:12,,40.27299062512502
0.0996,3.587,36.0015,0.3574,1725.425,6.72,  17:18:17,,40.268729754286866
0.0996,3.5869,36.0238,0.3571,1725.5498,6.7205,  17:18:21,,40.26446888344871
0.0995,3.5869,36.035,0.357,1725.675,6.7209,  17:18:26,,40.260212290593316
0.0996,3.5868,36.011,0.3573,1725.7998,6.7214,  17:18:30,,40.25595141975516
0.0997,3.5868,35.9906,0.3575,1725.9246,6.7218,  17:18:35,,40.25168627093423
0.0995,3.5867,36.0447,0.3569,1726.0493,6.7222,  17:18:39,,40.24742967807884
0.0997,3.5866,35.9718,0.3576,1726.1746,6.7227,  17:18:44,,40.24316452925791
0.0996,3.5865,36.0144,0.3572,1726.2993,6.7231,  17:18:48,,40.23890365841976
0.0996,3.5865,35.9935,0.3574,1726.4241,6.7236,  17:18:53,,40.2346427875816
0.0997,3.5865,35.9846,0.3574,1726.5498,6.724,  17:18:57,,40.23037763876067
0.0996,3.5864,36.0073,0.3572,1726.6746,6.7245,  17:19: 2,,40.22611676792251
0.0997,3.5863,35.9747,0.3575,1726.7993,6.7249,  17:19: 6,,40.22185161910159
